LON,LAT,location_type,icon_type,nursery_code,name,physical_street,mailing_street,city,state,zip,phone,fax,email,website,treefruiticon,smallfruiticon,nuticon,suppliesicon,apples,blackberries,blueberries,cherries,currants,elderberries,figs,gooseberries,grapes,jujubes,kiwi,nectarines,pawpaws,peaches,pears,persimmons,plums,raspberries,strawberries,butternuts,chinese_chestnuts,hazelnuts_filberts,heartnuts,hicans,hickory_shagbark,hickory_shellbark,hickory_hybrid,pecan_northern,walnuts_black,walnuts_PersianHardyEnglish,almonds
-86.1259786,40.7238507,nursery_source,F,IB,Indiana Berry & Plant Co,2811 US 31,,Plymouth,IN,46563,800-295-2226,574-784-2468,info@indianaberry.com,http://www.indianaberry.com,./icons/none.png,./icons/smallfruit-icon.png,./icons/none.png,./icons/none.png,,<b>Blackberries</b> Chickasaw - Kiowa - Shawnee - Apache - Caddo - Natchez - Osage - Ouachita - Von - Triple Crown - Prime ARK 45 - Prime-Ark Traveler<br>,<b>Blueberries</b> (* = wholesale only) Bluecrop - Blueray - Chandler - Draper - Duke - Elliott - Jersey - Liberty - Nelson - Patriot - Spartan - Climax - Onslow<br>,,<b>Currants</b> Crandall - Consort - Titania - Jonkeer Van Tets - Rovada - Primus - White Imperial - Pink Champagne<br>,,,<b>Gooseberries</b> Amish Red - Black Velvet - Captivator - Hinnomaki Red - Hinnomaki Yellow - Invicta - Jahns Prairie - Pixwell - Poorman<br>,<b>Grapes</b> Traminette - Concord - Reliance - Vanessa<br>,,,,,,,,,<b>Raspberries</b> Boyne - Encore - Killarney - Nova - Prelude - Royalty - Bristol  - Jewel - Mac Black - Caroline - Crimson Night - Heritage - Joan J - Polana - Anne - Double Gold - Niwot<br>,<b>Strawberries</b> Allstar - Cavendish - Chandler - Earliglow - Flavorfest - Galletta - Honeoye - Jewel - AC Valley Sunset - AC Wendy - Albion - San Andreas<br>,,,,,,,,,,,,
-84.4630424,33.2500044,nursery_source,F,IN,Ison's Nursery & Vineyards,6855 Newnan Road,P.O. Box 190,Brooks,GA,30205,800-733-0324,770-599-6970,,http://www.isons.com,./icons/treefruit-icon.png,./icons/smallfruit-icon.png,./icons/nut-icon.png,./icons/supplies-icon.png,"<b>Apples</b> (* = disease resistant) Antique, Hard Cider or Heirloom Cultivars - Arkansas Black - Fuji - Gala - Golden Delicious (Yellow Delicious) - Granny Smith - Honeycrisp - Mutsu (Crispin) - Pink Lady (Cripps Pink) - Red Delicious - Sundowner<br>",<b>Blackberries</b> Chickasaw - Apache - Caddo - Natchez - Ouachita - Ponca - Von - Chester - Triple Crown<br>,<b>Blueberries</b> (* = wholesale only) Star - Brightwell - Titan - Vernon<br>,<b>Cherries</b> Montmorency<br>,<b>Currants</b> Crandall - Red Lake - White Imperial<br>,,<b>Figs</b> Celeste<br>,,<b>Grapes</b> Cynthiana - Chardonel - Jupiter - Mars - Reliance - Vanessa<br>,<b>JuJubes</b> Lang - Li<br>,<b>Kiwi</b> Anna Hardy Female - Issai Hardy Female - Kens Red Hardy Female<br>,<b>Nectarines:</b> Sunglo<br>,,<b>Peaches</b> Loring - Redhaven - Redskin - Belle of Georgia<br>,<b>Pears</b> Kieffer - Moonglow - Seckel - Korean Giant (Olympic) - Shinko<br>,,<b>Plums</b> Methley - Ozark Premier - Santa Rosa<br>,<b>Raspberries</b> Latham - Jewel - Caroline - Heritage - Double Gold<br>,<b>Strawberries</b> Chandler - Sweet Charlie<br>,,,<b>Hazelnuts & Filberts</b> Jefferson<br>,,,,,,<b>Northern Pecan</b> Kanza - Pawnee<br>,,<b>Persian & Hardy English Walnuts: </b> White<br>,
-75.09207,39.579294,nursery_source,F,JA,Jersey Asparagus Farms Inc.,105 Porchtown Road,,Pittsgrove,NJ,8318,856-358-2548,856-358-6127,scott@walkerseed.com,http://www.walkerplants.com,./icons/none.png,./icons/smallfruit-icon.png,./icons/none.png,./icons/none.png,,,,,,,,,,,,,,,,,,,<b>Strawberries</b> Camino Real - Chandler - Flavorfest - Sweet Charlie<br>,,,,,,,,,,,,
-89.0095418,43.5352444,nursery_source,F,JW,J.W. Jung Seed Company,335 S High Street,,Randolph,WI,53957,800-247-5864,800-692-5864,info@jungseed.com,http://www.jungseed.com,./icons/treefruit-icon.png,./icons/smallfruit-icon.png,./icons/nut-icon.png,./icons/supplies-icon.png,<b>Apples</b> (* = disease resistant) Bonnie Best - CandyCrisp - Cortland - Honeycrisp<br>,<b>Blackberries</b> Chester - Triple Crown<br>,<b>Blueberries</b> (* = wholesale only) Blueray - Chandler - Patriot - Reka<br>,<b>Cherries</b> Black Gold - White Gold - Danube - Montmorency - North Star<br>,<b>Currants</b> Consort - Red Lake - Rovada - Pink Champagne<br>,,,<b>Gooseberries</b> Hinnomaki Red - Invicta - Pixwell - Tixia<br>,<b>Grapes</b> Frontenac Gris - Marquis - Reliance<br>,,,<b>Nectarines:</b> Hardired<br>,<b>Pawpaws</b> Shenandoah<br>,<b>Peaches</b> Contender - Madison - Reliance<br>,<b>Pears</b> Potomac - Seckel - Korean Giant (Olympic)<br>,<b>Persimmons</b> Meader - Nikita's Gift (Asian-American Hybrid)<br>,,<b>Raspberries</b> Boyne - Killarney - Latham - Nova - Prelude - Bristol  - Jewel - Caroline - Heritage - Joan J - Anne - Double Gold<br>,<b>Strawberries</b> Cavendish - Earliglow - Flavorfest - Honeoye - Jewel - AC Wendy - Albion - Ft. Laramie<br>,,,,,,,,,,,,
-86.1762655,42.085616,nursery_source,F,KP,"Krohne Plant Farms, Inc",65295 County Road,,Hartford,MI,49057,269-424-5423,269-424-3126,info@knohneplantfarms.com,https://www.krohneplantfarms.com/,./icons/none.png,./icons/smallfruit-icon.png,./icons/none.png,./icons/none.png,,,,,,,,,,,,,,,,,,,<b>Strawberries</b> Allstar - Cavendish - Earliglow - Flavorfest - Galletta - Honeoye - Jewel - AC Valley Sunset - AC Wendy - Albion<br>,,,,,,,,,,,,
-88.0585724,44.6652806,nursery_source,F,MV,Maple Valley Orchards & Nursery,4520 Hilltop Drive,,Suamico,WI,54173,920-412-5741,920-842-3204,info@maplevalleyorchards.com,http://www.maplevalleyorchards.com,./icons/treefruit-icon.png,./icons/none.png,./icons/none.png,./icons/none.png,"<b>Apples</b> (* = disease resistant) Antique, Hard Cider or Heirloom Cultivars - Arkansas Black - Cameo  - Empire - Enterprise * - Rising Sun Fuji - Brookfield Gala - GoldRush * - Granny Smith - Grimes Golden  - Jonagold  (Plant red strains) - Jonathan (Plant red strains) - King David ** - Mutsu (Crispin) - Pristine * - Red June (Carolina Red June) - Yellow Transparent<br>",,,,,,,,,,,,,,,,<b>Plums</b> Kenmore (NY9)<br>,,,,,,,,,,,,,,
-89.3109346,37.6832848,nursery_source,F,MN,McNitt Growers,78 Oak Ridge Lane,,Carbondale,IL,62903,618-687-3563,,info@mcnittgrowers.com,http://www.mcnittgrowers.com/,./icons/none.png,./icons/smallfruit-icon.png,./icons/none.png,./icons/none.png,,,,,,,,,,,,,,,,,,,<b>Strawberries</b> Camarosa - Chandler - Albion<br>,,,,,,,,,,,,
-122.1448601,40.1549353,nursery_source,F,NC,Norcal Nursery Inc,11810 Highway 99 E,P.O. Box 1012,Red Bluff,CA,96080,530-527-6200,530-527-2921,sales@norcalnursery.com,http://www.norcalnursery.com,./icons/none.png,./icons/smallfruit-icon.png,./icons/none.png,./icons/none.png,,,,,,,,,,,,,,,,,,,<b>Strawberries</b> Camarosa - Camino Real - Earliglow - Flavorfest - Jewel - Albion - San Andreas<br>,,,,,,,,,,,,
-86.0323424,37.4233737,nursery_source,F,NR,Nolin River Nut Tree Nursery,797 Port Wooden Road,,Upton,KY,42784,270-369-8551,,john.brittain@windstream.net,http://nolinnursery.com,./icons/none.png,./icons/none.png,./icons/nut-icon.png,./icons/none.png,,,,,,,,,,,,,<b>Pawpaws</b> Allegheny - Potomac - Shenandoah<br>,,,<b>Persimmons</b> Deer Magnet - Dollywood - Early Golden - Evelyn - F-39 (90 chromosome male pollinator) - Garretson - H-118 - Janet - John Rick - Morris Burton - Munich - Nikita's Gift (Asian-American Hybrid) - Prok - Valeene Beauty - Yates<br>,,,,,,,,<b>Hicans</b> Bixby - Burlington - Burton - Henke - McAllister - T-92<br>,,,<b>Hybrid Hickory</b> Mitch Russell<br>,<b>Northern Pecan</b> Green River - Hark - Kanza - Lakota - Major - Mandan - Nacono - Pawnee - Posey - Yates 68 - Yates 127<br>,,,
-72.5905978,42.4272704,nursery_source,F,NU,Nourse Farm Inc ,41 River Road,,South Deerfield,MA,1373,413-665-2658,413-665-7888,info@noursefarms.com,http://www.noursefarms.com,./icons/none.png,./icons/smallfruit-icon.png,./icons/none.png,./icons/none.png,,<b>Blackberries</b> Caddo - Natchez - Ouachita - Chester - Triple Crown - Prime ARK 45<br>,<b>Blueberries</b> (* = wholesale only) Bluecrop - Bluegold - Blueray - Chandler - Darrow - Duke - Elliott - Jersey - Patriot - Reka<br>,,<b>Currants</b> Jonkeer Van Tets - Rovada - Pink Champagne<br>,,,<b>Gooseberries</b> Hinnomaki Red - Invicta - Tixia<br>,,,,,,,,,,<b>Raspberries</b> AAC Eden - Boyne - Encore - Killarney - Latham - Nova - Prelude - Royalty - Bristol  - Jewel - Mac Black - BP-1 - Caroline - Heritage - Himbo Top - Joan J - Polana - Anne - Double Gold - Niwot<br>,<b>Strawberries</b> Allstar - Cabot - Cavendish - Clancy - Darselect - Earliglow - Flavorfest - Galletta - Honeoye - Jewel - Rutgers Scarlet - Sonata - AC Valley Sunset - AC Wendy - Albion - San Andreas<br>,,,,,,,,,,,,
-122.5267302,45.4757408,nursery_source,F,OG,One Green World,6469 SE 134th Ave,,Portland,OR,97236-4540,877-353-4028,800-418-9983,info@onwgreenworld.com,http://www.onegreenworld.com,./icons/treefruit-icon.png,./icons/smallfruit-icon.png,./icons/nut-icon.png,./icons/none.png,"<b>Apples</b> (* = disease resistant) Antique, Hard Cider or Heirloom Cultivars - Arkansas Black - Cortland - Empire - Enterprise * - Freedom * - Fuji - Gala - Golden Delicious (Yellow Delicious) - GoldRush * - Granny Smith - Honeycrisp - Jonagold  (Plant red strains) - Jonathan (Plant red strains) - Liberty * - Lodi - Melrose - Mutsu (Crispin) - Pink Lady (Cripps Pink) - Priscilla * - Rome - Roxbury Russet - Spartan * - WineCrisp * - Yellow Transparent - Rootstocks<br>",<b>Blackberries</b> Apache - Chester - Triple Crown - Prime ARK 45<br>,<b>Blueberries</b> (* = wholesale only) Aurora - Bluecrop - Bluejay - Blueray - Chandler - Darrow - Draper - Duke - Earliblue - Legacy - Liberty - Patriot - Spartan - Misty - Star<br>,<b>Cherries</b> Hartland - Kristin - Sam - White Gold - Danube<br>,<b>Currants</b> Crandall - Belaruskaja - Consort - Minaj Smeriou - Titania - Jonkeer Van Tets - Red Lake - Rovada - Primus - White Imperial - Pink Champagne<br>,<b>Elderberries</b> Adams #1 - Bob Gordon - Nova - Ranch - Wyldewood 1 - York<br>,<b>Figs</b> Celeste - Chicago Hardy<br>,<b>Gooseberries</b> Amish Red - Black Velvet - Captivator - Hinnomaki Red - Hinnomaki Yellow - Invicta - Jahns Prairie - Jeanne - Pixwell<br>,<b>Grapes</b> Concord - Concord - Mars - Reliance - Vanessa<br>,,,<b>Nectarines:</b> Fantasia - Flavortop - Hardired - Red Gold - Sunglo<br>,<b>Pawpaws</b> Allegheny - KSU - Atwood - KSU - Benson - KSU - Chappell  - Mango - Maria's Joy - NC-1 - Overleese - Pennsylvania Golden - Potomac - Shenandoah - Sunflower - Susquehanna - Tallahatchie - Wabash - Premium Seed<br>,<b>Peaches</b> Canadian Harmony - Contender - Redhaven - Reliance - Belle of Georgia<br>,<b>Pears</b> Honeysweet - Kieffer - Moonglow - Seckel - Korean Giant (Olympic) - Niitaka - Shinko<br>,<b>Persimmons</b> Early Golden - John Rick - Meader - Mohler<br>,,<b>Raspberries</b> Encore - Royalty - Heritage - Anne<br>,<b>Strawberries</b> Earliglow - Jewel - Albion<br>,,,<b>Hazelnuts & Filberts</b> Epsilon - Felix - Gamma - Jefferson - McDonald - Sacajawea - Wepster - Yamhill<br>,,,,,,,<b>Black Walnuts</b> Football - Hershey's - Meyers (Elmer Meyers)<br>,,
-84.5025523,37.4255521,nursery_source,F,PH,Peaceful Heritage Nursery,2670 Ky Hwy 39 S,,Crab Orchard,KY,40419,606-355-7242,,order@peacefulheritage.com,http://www.peacefulheritage.com,./icons/treefruit-icon.png,./icons/smallfruit-icon.png,./icons/nut-icon.png,./icons/supplies-icon.png,<b>Apples</b> (* = disease resistant) Arkansas Black - Crimson Crisp * - Enterprise * - Fuji - Golden Delicious (Yellow Delicious) - GoldRush * - Granny Smith - Honeycrisp - Liberty * - Mollies Delicious - Pink Lady (Cripps Pink) - Pixie Crunch * - Pristine * - Red Delicious - Redfree * - Yellow Transparent<br>,<b>Blackberries</b> Von - Triple Crown<br>,<b>Blueberries</b> (* = wholesale only) Bluecrop - Bluejay - Chandler - Duke - Patriot<br>,,,,<b>Figs</b> Celeste - Chicago Hardy<br>,,<b>Grapes</b> Concord - Concord - Reliance<br>,,,,<b>Pawpaws</b> Allegheny - KSU - Atwood - KSU - Benson - KSU - Chappell  - Mango - NC-1 - Overleese - Pennsylvania Golden - Potomac - Shenandoah - Summer Delight - Sunflower - Susquehanna - Tallahatchie - Wabash<br>,<b>Peaches</b> Candor - Contender - Redhaven - Redskin - Belle of Georgia<br>,<b>Pears</b> Ayers - Blake's Pride - Kieffer - Moonglow - Potomac - Sunrise - Korean Giant (Olympic) - Megietsu - Niitaka - Shinko<br>,<b>Persimmons</b> Prok - Rosseyanka (Asian-American Hybrid) - Yates<br>,<b>Plums</b> Ozark Premier<br>,,,,,,,,,,,,,,
-94.1635301,35.6553512,nursery_source,F,PN,Pense Nursery,2318 US 71,P.O. Box 449,Mountainburg,AR,72946,479-369-2494,,pensefarms1@hotmail.com,http://www.penseberryfarm.com,./icons/treefruit-icon.png,./icons/smallfruit-icon.png,./icons/none.png,./icons/none.png,<b>Apples</b> (* = disease resistant) Arkansas Black - Crimson Crisp * - Empire - Enterprise * - Fuji - Gala - Golden Delicious (Yellow Delicious) - GoldRush * - Granny Smith - Jonathan (Plant red strains) - Liberty * - Pristine * - Red Delicious - Redfree * - Sundance *<br>,<b>Blackberries</b> Apache - Caddo - Natchez - Osage - Ouachita - Ponca - Triple Crown - Prime ARK 45<br>,<b>Blueberries</b> (* = wholesale only) Bluecrop - Bluejay - Blueray - Chandler - Duke - Patriot - Climax<br>,<b>Cherries</b> Montmorency - North Star<br>,<b>Currants</b> Crandall - Red Lake - Primus - White Imperial - Pink Champagne<br>,<b>Elderberries</b> Adams #1 - Bob Gordon - Johns - Nova - Ranch - Wyldewood 1 - York<br>,<b>Figs</b> Celeste<br>,<b>Gooseberries</b> Black Velvet - Captivator - Pixwell<br>,<b>Grapes</b> Concord - Frontenac - Catawba - Vidal blanc - Concord - Mars - Reliance - Vanessa<br>,,<b>Kiwi</b> Anna Hardy Female - Hardy Kiwi Male - Issai Hardy Female - Kens Red Hardy Female<br>,,,<b>Peaches</b> Contender - Cresthaven - Gloria - Loring - Redhaven - White River<br>,<b>Pears</b> Kieffer - Moonglow - Korean Giant (Olympic)<br>,,<b>Plums</b> Methley - Santa Rosa<br>,<b>Raspberries</b> Boyne - Encore - Killarney - Latham - Nova - Prelude - Jewel - BP-1 - Caroline - Heritage - Himbo Top - Joan J - Polana - Anne - Double Gold - Niwot<br>,<b>Strawberries</b> Chandler - Earliglow - Honeoye - Jewel<br>,,,,,,,,,,,,
-77.7388818,39.3253786,nursery_source,F,PT,Peterson Pawpaws,P.O. Box 1011,,Harpers Ferry,WV,25425,304-535-3125,,,http://www.petersonpawpaws.com,./icons/none.png,./icons/smallfruit-icon.png,./icons/none.png,./icons/none.png,,,,,,,,,,,,,<b>Pawpaws</b> Allegheny - Potomac - Shenandoah - Susquehanna - Tallahatchie - Wabash<br>,,,,,,,,,,,,,,,,,,
-86.39019,36.4794313,nursery_source,F,RB,Rock Bridge Trees,199 Dry Fork Creek Road,,Bethpage,TN,37022,615-841-3664,,,http://www.rockbridgetrees.com,./icons/treefruit-icon.png,./icons/smallfruit-icon.png,./icons/nut-icon.png,./icons/none.png,<b>Apples</b> (* = disease resistant) Fuji - Ginger Gold - Golden Delicious (Yellow Delicious) - GoldRush * - Jonagold  (Plant red strains) - Jonamac - Melrose - Pink Lady (Cripps Pink) - Redfree * - Yellow Transparent<br>,<b>Blackberries</b> Triple Crown<br>,,,,<b>Elderberries</b> Adams II - Bob Gordon - Marge - Wyldewood 1 - York<br>,,,,,,,<b>Pawpaws</b> Overleese - NC-1 - Pennsylvania Golden - Sunflower<br>,,<b>Pears</b> Potomac - Seckel - Korean Giant (Olympic)<br>,,,,,,,,,<b>Hicans</b> Burton - T-92<br>,<b>Shagbark Hickory</b> Cody Cox - Grainger - J. Yoder #1 - Porter<br>,<b>Shellbark Hickory</b> Fayette - Longnecker - Selbehers - Simpson #1<br>,,<b>Northern Pecan</b> Bean - Green River - Hark - Kanza - Lakota - Major - Mandan - Pawnee - Posey - Yates 68 - Yates 127<br>,,,
-122.4120622,46.5886663,nursery_source,F,RT,Raintree Nursery,391 Butts Road,,Morton,WA,98356,800-391-8892,888-770-8358,customerservice@raintreenursery.com,http://www.raintreenursery.com,./icons/treefruit-icon.png,./icons/smallfruit-icon.png,./icons/nut-icon.png,./icons/supplies-icon.png,"<b>Apples</b> (* = disease resistant) Antique, Hard Cider or Heirloom Cultivars - Arkansas Black - Dayton * - Enterprise * - Honeycrisp - Jonagold  (Plant red strains) - Liberty * - Pristine * - Shizuka - Spartan * - Zestar! - Rootstocks<br>",<b>Blackberries</b> Osage - Triple Crown - Prime-Ark Traveler<br>,<b>Blueberries</b> (* = wholesale only) Bluecrop - Bluegold - Blueray - Chandler - Darrow - Earliblue - Jersey - Liberty - Reka - Misty<br>,<b>Cherries</b> Hartland - Kristin - Danube - Montmorency<br>,<b>Currants</b> Crandall - Redstart<br>,<b>Elderberries</b> Johns - Nova - Wyldewood 1<br>,<b>Figs</b> Chicago Hardy<br>,<b>Gooseberries</b> Black Velvet - Captivator - Hinnomaki Red - Hinnomaki Yellow - Invicta - Jahns Prairie - Pixwell - Poorman - Tixia<br>,<b>Grapes</b> Regent - Buffalo<br>,<b>JuJubes</b> Lang - Li<br>,<b>Kiwi</b> Ananasnaya Female - Chang Bai Hardy - Kens Red Hardy Female<br>,<b>Nectarines:</b> Hardired<br>,<b>Pawpaws</b> Pennsylvania Golden - Shenandoah - Sunflower - Susquehanna<br>,<b>Peaches</b> White Lady<br>,<b>Pears</b> Ayers - Blake's Pride - Honeysweet - Seckel - Korean Giant (Olympic)<br>,<b>Persimmons</b> Nikita's Gift (Asian-American Hybrid)<br>,<b>Plums</b> Methley - Shiro - Blues Jam - Seneca - Stanley<br>,,<b>Strawberries</b> Albion<br>,,,<b>Hazelnuts & Filberts</b> Wepster<br>,,,,,,,,<b>Persian & Hardy English Walnuts: </b>Ambassador<br>,
-94.1750099,35.6008438,nursery_source,F,SI,Simmons Plant Farm,11542 N Hwy 71,,Mountainburg,AR,72946,479-369-2345,479-369-2345,simmonsplantfarm@hotmail.com,http://www.simmonsplantfarm.com,./icons/none.png,./icons/smallfruit-icon.png,./icons/none.png,./icons/none.png,,<b>Blackberries</b> Chickasaw - Apache - Natchez - Osage - Ouachita - Ponca - Triple Crown - Prime ARK 45 - Prime-Ark Traveler<br>,<b>Blueberries</b> (* = wholesale only) Bluecrop - Bluejay - Blueray - Duke - Legacy - Ozarkblue - Brightwell - Climax - Delite<br>,,,,,,<b>Grapes</b> Concord - Cynthiana - Catawba - Concord - Mars - Reliance - Vanessa<br>,,,,,,,,,,,,,,,,,,,,,,
-75.031408,44.684765,nursery_source,F,SL,St. Lawrence Nurseries,325 NY-345,P.O. Box 957,Potsdam,NY,13676,315-261-1925,,connor@stlawrencenurseries.com,http://www.stlawrencenurseries.com,./icons/treefruit-icon.png,./icons/smallfruit-icon.png,./icons/none.png,./icons/none.png,"<b>Apples</b> (* = disease resistant) Antique, Hard Cider or Heirloom Cultivars - Cameo  - Cortland - Early Cortland - Early Harvest - Empire - Enterprise * - Freedom * - Ginger Gold - Grimes Golden  - Honeycrisp - Liberty * - Lodi - Paulared - Priscilla * - Red June (Carolina Red June) - Regent - Spartan * - Yellow Transparent - Zestar!<br>",,<b>Blueberries</b> (* = wholesale only) Bluegold - Patriot<br>,,<b>Currants</b> Crandall - Consort - Titania - Red Lake - White Imperial<br>,<b>Elderberries</b> Adams #1 - Johns - Nova - York<br>,,<b>Gooseberries</b> Pixwell<br>,,,,,,,<b>Pears</b> Tyson<br>,,,<b>Raspberries</b> Boyne - Killarney<br>,,,,,,,,,,,,,
-91.0823388,39.4277938,nursery_source,F,ST,Stark Brothers Nurseries & Orchards Co,20947 us-54,P.O. Box 1800,Louisiana,MO,63353,800-325-4180,888-485-3220,info@starkbros.com,http://www.starkbros.com,./icons/treefruit-icon.png,./icons/smallfruit-icon.png,./icons/nut-icon.png,./icons/supplies-icon.png,<b>Apples</b> (* = disease resistant) Arkansas Black - Blondee - CandyCrisp - Cortland - Empire - Royal Empire - Enterprise * - Freedom * - Fuji - September Wonder Fuji - Gala - Buckeye Gala (Simmons Cultivar) - Golden Delicious (Yellow Delicious) - GoldRush * - Granny Smith - Grimes Golden  - Honeycrisp - Jonafree *  - Jonagold  (Plant red strains) - Liberty * - Mutsu (Crispin) - Pink Lady (Cripps Pink) - Pristine * - Red Delicious - Starkrimson Red Delicious - Starkspur Rome - Suncrisp - WineCrisp * - York (York Imperial) - Zestar!<br>,<b>Blackberries</b> Chickasaw - Natchez - Ouachita - ST - Triple Crown - Prime ARK 45 - Prime-Ark Traveler - Stark Black Gem<br>,<b>Blueberries</b> (* = wholesale only) Bluecrop - Bluejay - Blueray - Chandler - Darrow - Duke - Earliblue - Elliott - Patriot - Misty<br>,<b>Cherries</b> EbonyPearl - Hedelfingen - Kristin - Regina - Sam - White Gold - Balaton - Montmorency - North Star<br>,<b>Currants</b> Consort - Red Lake<br>,<b>Elderberries</b> Adams #1 - Bob Gordon - Johns - Nova - Ranch - Wyldewood 1 - York<br>,<b>Figs</b> Celeste - Chicago Hardy<br>,<b>Gooseberries</b> Hinnomaki Red - Invicta - Pixwell<br>,<b>Grapes</b> Frontenac - Golden Muscat - Marquis<br>,,<b>Kiwi</b> Anna Hardy Female - Hardy Kiwi Male - Issai Hardy Female<br>,<b>Nectarines:</b> Fantasia - Hardired - Mericrest - Red Gold - Sunglo<br>,<b>Pawpaws</b> Mango - NC-1 - Pennsylvania Golden - Potomac - Shenandoah - Sunflower - Susquehanna - Wabash<br>,<b>Peaches</b> Canadian Harmony - Contender - Cresthaven - Earlystar - Intrepid - July Prince - Loring - PF 17 Flamin'Fury - PF 19-007 Flamin' Fury - PF 28-007 Flamin' Fury - PF 8 Ball Flamin' Fury - PF Lucky 13 Flamin' Fury - Redhaven - Reliance - Sentry - Belle of Georgia - Blushingstar<br>,<b>Pears</b> Blake's Pride - Honeysweet - Moonglow - Seckel - Shenandoah - Sunrise<br>,<b>Persimmons</b> Yates<br>,<b>Plums</b> Methley - Ozark Premier - Santa Rosa - Shiro - Blue Damson - Stanley<br>,<b>Raspberries</b> Encore - Killarney - Latham - Prelude - Royalty - Bristol  - Jewel - Caroline - Crimson Night - Heritage - Himbo Top - Joan J - Anne - Double Gold<br>,<b>Strawberries</b> Allstar - Cabot - Clancy - Earliglow - Honeoye - Jewel<br>,,<b>Chinese Chestnuts</b> Eaton River - Qing<br>,,,,,,,<b>Northern Pecan</b> Colby - Hardy - Kanza - Lakota - Pawnee<br>,,<b>Persian & Hardy English Walnuts: </b>Lake<br>,
-85.9122626,42.2155227,nursery_source,F,SU,Summit Tree Sales,37456 Red Arrow Highway,,Paw Paw,MI,49079,800-424-2765,,summit@summittreesales.com,http://www.summittreesales.com,./icons/treefruit-icon.png,./icons/none.png,./icons/none.png,./icons/supplies-icon.png,"<b>Apples</b> (* = disease resistant) Antique, Hard Cider or Heirloom Cultivars - Arkansas Black - Bakers Delight - Blondee - Bonnie Best - Cameo  - Red Cameo - CandyCrisp - Cortland - Redcort Cortland - Royal Court  - Crimson Crisp * - Crunch-A-Bunch - Dayton * - Earligold - Empire - Crown Empire - Royal Empire - Enterprise * - EverCrisp - Freedom * - Fuji - Auvil Early Fuji - Aztec Fuji - Banning Red Fuji - Daybreak Fuji - Myra Red Fuji - Rising Sun Fuji - September Wonder Fuji - Sun Fuji - Top Export Fuji - Gala - Autumn Gala - Brookfield Gala - Buckeye Gala (Simmons Cultivar) - Crimson Gala - Fulford Gala - Gale Gala - Grand Gala - Imperial Gala - Pacific Gala - Wildfire Gala - Ginger Gold - Gibson Strain - Golden Supreme - GoldRush * - Granny Smith - Grimes Golden  - Honeycrisp - Firestorm - Royal Red Honeycrisp<br> Jonafree *  - Jonagold  (Plant red strains) - Jonagold De Coster - Jonagold Supra - Jonagored - Jonastar - Red Jonaprince - Rubinstar Jonagold - Jonamac - Jonathan (Plant red strains) - Improved Red Jonathan - Lucky Jon Jonathan - Ruby Jon - Liberty * - Lodi - Ludacrisp - RubyMac - Mollies Delicious - Melrose - Mutsu (Crispin) - Nittany - Paulared - Pink Lady (Cripps Pink) - Barnsby Cultivar - Lady in Red - Pixie Crunch * - Pristine * - Red Delicious - Earlichief Red Delicious - Early Red One Red Delicious - Midnight Red Spur Red Delicious - Scarlet Spur II Red Delicious - Red Chief 2000 - Schlect Spur - Super Chief Red Delicious - Redfield ** - Redfree * - Law Red Rome - Lawspur - Red Rome Beauty (Law) - Rosalee - Roxbury Russet - Shizuka - Spartan * - Summerset - Suncrisp - Sundance * - Sweet Zinger - WineCrisp * - Yellow Transparent - York (York Imperial) - Red Yorking - Zestar! - Rootstocks -",,,<b>Cherries</b> Black Gold - Black Pearl - EbonyPearl - Hartland - Hedelfingen - Kristin - Regina - Sam - White Gold - Balaton - Danube - Montmorency - North Star<br>,,,,,,,,<b>Nectarines:</b> Brigantine - Easternglo - Fantasia - Firebrite - Flavortop - Hardired - Mericrest - Red Gold - Sunglo - Arctic Glo<br>,,<b>Peaches</b> Allstar - Autumnstar - Biscoe - Blazingstar - Bounty - Canadian Harmony - Candor - Contender - Coralstar - Cresthaven - Earlystar - Encore - Ernie's Choice - Flame Prince - Garnet Beauty  - Glohaven - Glowingstar - Harrow Diamond - Intrepid - Jerseyglo - John Boy - John Boy II - July Prince - Laurol - Loring - Madison - PF 1 Flamin' Fury - PF 7 Flamin' Fury - PF 15A Flamin' Fury - PF 17 Flamin'Fury - PF 19-007 Flamin' Fury - PF 20-007 Flamin' Fury - PF 23 Flamin' Fury - PF 24C Flamin' Fury - PF 25 Flamin' Fury - PF 27A Flamin' Fury - PF 28-007 Flamin' Fury - PF 35-007 Flamin' Fury - PF 5B Flamin' Fury - PF 5D Big Flamin' Fury - PF Big George Flamin'Fury - PF 8 Ball Flamin' Fury - PF 9A-007 Flamin' Fury - PF Lucky 13 Flamin' Fury - PF Lucky 24B Flamin' Fury - Redhaven - Redskin - Reliance - Risingstar - Sentry - Starfire<br> Summer Serenade - Belle of Georgia - Blushingstar - N.J. 252 - Raritan Rose - Snow Giant - Sugar Giant - Sugar May - White Lady -,<b>Pears</b> Blake's Pride - Honeysweet - Kieffer - Moonglow - Potomac - Seckel - Shenandoah - Korean Giant (Olympic) - Niitaka - Shinko<br>,,<b>Plums</b> Methley - Ozark Premier - Queen Rosa - Ruby Queen - Santa Rosa - Shiro - Bluebyrd - Bluefre - Blues Jam - Castleton - Damson - Shropshire Damson - Kenmore (NY9) - Long John - President - Seneca - Stanley<br>,,,,,,,,,,,,,,
